7B1B8E6E	Jonathan J Cadiz
7F51230C	Yi Shang
817EFD04	Nathan L Binkert
7E247B37	Steven B Bibyk
82DD6C48	K W Lee
8405E1CD	Salil Prabhakar
7CC8C268	Victor Lavrenko
7A3CF86A	Geoff Lowney
753037DB	P Sadayappan
7DE8C33B	Edward B Eichelberger
7D15643C	Shahram Izadi
784ED974	Jeffrey C Mogul
7E2EFBAF	Julian Kupiec
7FDB8F5E	Carolina Galleguillos
7CEA8F0D	Rueisung Lin
80892483	Benghong Lim
4A551CE8	David Hovemeyer
7A3AD138	Gudrun Klinker
800C7345	Franck Rousseau
7CF75A0F	Radford M Neal
753F7AE6	Brendan J Frey
79392635	G Regnie
8002DB7C	Amir F Dana
7A264D79	Norio Katayama
8639C929	Jeanchrysostome Bolot
22327862	Razvan Bunescu
7C4669BC	Alf Zugenmaier
7C3E2E77	Ronitt Rubinfeld
789561CB	Nenad Medvidovic
7FDC6D21	Sam Glazer
805C7476	Edmond Lau
7D0560CF	Vin De Silva
7554CEC2	Kurt Konolige
83EA1C71	Henk M Blanken
8092FA93	J P Singh
0DAF02FF	Claire Cardie
806F4690	Josep Torrellas
80574639	Alfred Baier
4BCFF267	Hussein Almuallim
8484A518	Jonathan Katz
7CE2A13D	Deborra Zukowski
81A86A9E	Daniele Turi
7C5D4E7E	Michael Piatek
7B976C8B	Charles Godin
84EE7751	Vermaak
8100631F	Patrick Lam
7DE7BC7C	Sue Long
854FB475	Jude A Rivers
7DC51E6A	Gailjoon Ahn
09B965CA	David Mosberger
8286120A	Piyush Gupta
959ACAC1	Ting Liu
7DE99E22	Minghsuan Yang
85943A54	Nitesh V Chawla
7D418581	Hui Ding
05FFC53A	Norman Sadeh
847FD521	Frank Sherwood
7682A297	Maryam Emami
7E61A9AE	Yun Zhou
79C6B7DE	Kenneth E Iverson
05E0B6A4	Goce Trajcevski
812A4E4A	Junghoo Cho
80E32FD8	David Harwood
03B3F3EB	Hans P Moravec
8340BC29	Sailesh Kumar
7ECD3FF9	Phil Leech
80AFD808	Sanjeev Arora
7950945D	Shurug Alkhalifa
81142704	Preetam Kumar
7F2066DD	John M Light
7DA082FF	Mark Palmer
046347F4	Ron Kohavi
84C8D88A	Eunjoon Cho
7C27A986	Dennis Shasha
5C7FEBCA	Dan Pelleg
7D85BDAD	Hawoong Jeong
7F1B9713	Ankur Gupta
86365843	Francois Bancilhon
7FEA17C3	Bjorn Por Jonsson
86244C09	Rajarshi Das
0BB21C9A	Saul Amarel
06FF2F22	Babak Falsafi
80DDA9E9	Anil K Jain
80ED285D	Leif Azzopardi
073EB561	Violet R Syrotiuk
7557C5F5	Risto Miikkulainen
01BD1377	Diane J Schiano
814B807A	Claude Nadeau
7D134C98	Randall Davis
7D73EC48	Siobhan Clarke
85218D34	Thomas Neumann
7F7AD231	David M Wagner
82134B56	Hakan Hacigumus
28A2D12B	Michael Pittarelli
76A37A94	Erdal Arikan
7DCAE87F	Karl N Levitt
7DDA4B55	Craig Gentry
7DF34111	Jonathan B Freeman
10002287	Alexander Maedche
863969BD	Avi Pfeffer
84E17BCB	I Browning
80A2C3B1	Michael Wimmer
0CA5B252	David B Papworth
7DAADF92	Armando Fox
6F567B62	Lotfi Lakhal
7DB8425A	Dong Lin
7EC4D236	Takahiro Hara
800909BC	Carlos Castillo
010C7A2D	Laurent Itti
81578F94	Hugh Beyer
796D6ACA	William H Maisel
80AF5462	Steve Carr
82AD0E9A	Matthew L Ginsberg
7D757306	Peter Swerling
7DB082EB	Balaji Prabhakar
324FCAC9	Gary A Kildall
0E766EAB	Robby
786C8AE9	Allan Kielstra
84D39547	Bo Wu
7FE5FF3F	Nikhil Bansal
093BF2F8	Babak Hassibi
14110F6D	Stefan Saroiu
7FBDFEF4	Gerhard Kramer
8086B8D6	R L Graham
7A07576B	Jeremy M Bowskill
802F32AA	Claudio T Silva
7538BC4A	Mike Kontz
7FD22EC8	Gong Su
7FF47733	Sean Lie
75E77DE8	Nina Taft
13BD88D4	Thomas R Shiple
80FF0938	Vivek Sarkar
7E88D3C0	Mary Tork Roth
7AA0C268	Sanjeev Setia
14D12518	Chrislain Razafimahefa
82ECA222	David B Kirk
57EE6F5B	Elke Offer
0730FDDA	John V Guttag
76014D6E	Nitesh V Chawla
7A5D8B2D	Mihir Bellare
8129BD3D	Rajiv Ramanathan
863990C4	Jeffrey Erman
807A56F1	Shuntak Leung
8509E4E2	Timothy G Griffin
7F48878A	Prasad M Deshpande
5DDA8BB5	Svetlozar Nestorov
806DEF88	Richard Jensen
68605CA3	Joris Mihaeli
793BE85B	Jack Brassil
80BA6C09	Ira Cohen
8326FE00	Shin Nakajima
7F8EE00C	Ron Kimmel
50945238	Alan D Amis
7E4AF86C	Jorg Sander
7E9BCE26	Derrick Coetzee
807DE774	Ramesh Chandra
7EF9A66F	Sachin Katti
8136F10E	Fabrice Tchakountio
7EA2C6BE	John Hennessy
589C09CC	Darrell Woelk
784C8E60	Nick Mathewson
25D9B155	James R Larus
82F42A92	K Jaz
81449FAA	Jose Kahan
7D2E2F92	Kyoungwon Suh
7D3E223E	Sage A Weil
13EC14BA	Edward E Rothberg
7517C6F1	Ehud D Karnin
7B46D9F2	Katia Sycara
75698521	Usama Fayyad
7E1C4BDF	Adi Shamir
787BF689	Torsten Grust
3D533072	Joseph Chabarek
8042D158	Linda Kaufman
28697F4E	Richard J Lipton
7DC87733	Swades De
809235A9	Richard Y Wang
78F65076	Esa Malkamaki
7EC9734C	Paolo Santi
7FD2D444	Jonathan R Friedman
805CA93D	Robert H Gerber
7C640E47	Andrew I Schein
8310E5DF	Gruia Calinescu
823EFEF4	Simon Peytonjones
7CFB8A8F	Jeanphilippe Vert
7D1A6BB2	Jaeyeon Jung
7FA97E14	Xueling Zhao
8090C6DB	Nikita Borisov
82F0C9F0	J K Aggarwal
7FFBED9F	Yariv Ephraim
80F9594F	Jeanjacques Fuchs
7C717ADF	Subhash Khot
8538D74C	Garth A Gibson
81057C91	Lance Williams
7FC79CDB	Patrick R Griffin
7CE4FDDB	Stephen E Fienberg
8481BAA8	Rasheed
99C499AE	Cong Wang
6F380BE2	Konstantinos Mavromatis
771D888E	David H Wolpert
805F4DAA	Greg Friedman
85579A80	Trevor Darrell
81627D23	Sencun Zhu
80DE24CC	Bruce Porter
184FB637	William R Hersh
7E696572	Sinno Jialin Pan
7F313B10	Joel F Bartlett
750B1C96	Matteo Frigo
12F8A72D	Schmid
764BE305	Ivan Krsul
82C4FC20	Ashish Gupta
7A50BC23	Roger Cavallo
13AFD880	Vinod Vaikuntanathan
84AF1AD4	Rebecca Watson
84FF7E76	Xiaopeing Xiong
8256B15B	Andrew Tomkins
7F3AAE9D	Mayer D Schwartz
84B65AC8	Ben Verghese
7E7AFF0E	Jason V Davis
84FDC2DF	Taemin Kim
806DCDA9	Yi Shi
7E9093C6	Abbe Don
287D82CC	John F Roddick
7E9B350B	Quannan Li
7DA775AE	Carla P Gomes
75D5DF47	Marcaurelio Ranzato
829D4FD3	Arun Kumar
7E575696	Tzyyping Jung
09ED9001	Ofir Shalvi
84E2E607	Valentin Kostadinov
7D1387C8	Doug Burdick
785A246B	Natalia Stash
71CE7B36	Andrew R Barron
82A17CFC	Thomas Hofmann
777E1FA7	Burr Settles
7EFF2E87	Raymond Knopp
79A9F033	B M Horowitz
05800146	Pascal Van Hentenryck
7D1C2784	Helfried Neumann
81634FFC	Zhaohui Zheng
026E0E40	Brian G Schunck
7E618A9C	Ted Pedersen
16B5547B	Erik D Demaine
7E375354	R A Okeefe
7755DFDE	Ezio Biglieri
808049E0	Lan Yi
704A7333	Marcel Waldvogel
0D5C35C9	Gerd G Hillebrand
7EC6AE27	Ronald Cornet
85928471	Weibo Gong
812C2B9A	A E Brouwer
7FFC0A6F	Chyichang Miao
66E36228	Rares Vernica
7F2BEE14	Ramesh R Rao
84A74DA4	Christian Von Hardenberg
0ED3EBBC	Leila Amgoud
7D8CC385	Greg Fu
8638438A	Michael Schwartz
5F1C2BF3	Bryan Parno
78BC5C0B	Shachar Fleishman
5ABC3308	Omar Benjelloun
7D814B79	Qun Li
80A81A7E	W Fox
7F7B902B	Jerry R Hobbs
7CFC4E29	James P Rice
7E78E487	Bruce Walter
7DC58C5E	Xiaohui Yu
53AFAE83	Seth Teller
8283AAAB	Yi Li
7C9531FA	Ronald R Coifman
810D328C	Sebastian C Brandt
0258448B	John Ockerbloom
76AF7B26	Craig A Knoblock
7FF00F64	Xiaolan Zhang
84B8DF55	Yuan Lu
81F3FD14	Philip B Gibbons
7D4BA859	Zhenyu Liu
7F5F589C	Sharad Mehrotra
77DF520D	Vasanth Philomin
7BF9367C	Gerd Stumme
812ACC0C	Cary G Gray
77026447	Calvin Newport
78E933E3	Mariana Raykova
85CE29D1	Rudolf Eigenmann
80F6079B	David A Harrison
78268815	David Plonka
769FFABC	Leigh Stoller
001F472E	Doina Precup
7D8A68CE	Rama Chellappa
7F08F36E	Andrew Mccallum
7F70E798	Anirban Dasgupta
7EF67BA3	Sven Koenig
80312FA3	Devavrat Shah
7BFF06F9	Ravi Palanki
7DE0D6C3	Alasdair Grant
78C8979F	Allen Tannenbaum
84ECE75F	Y S P Yum
832084B9	Eric Wan
778AB0C4	Aleksandrs Slivkins
76F7F778	Guillaume Obozinski
84334EA5	Qi Li
836E82E0	Stanley E Schuster
7E03B01F	Mikael Skoglund
7A11CA30	Ellen Voorhees
77AFDB9F	Oded Maron
8010530B	Jeff Mitchell
7F2A79CD	Narinder Kapur
81FBDA26	Austin Tate
8326C767	Helene Fargier
7B29C072	A S Holevo
78125E38	Christopher J C Burges
7FAC8CC1	Chumki Basu
8060ED77	Mark Handley
029DC031	Stefano Paraboschi
764A3254	Antonio Caruso
10AAC62F	Ashish Khisti
7F9D5367	Ashutosh Garg
49BB7F48	Keeley Crockett
808495A2	Michael C Tanner
7E8673B9	Xuqing Tian
8620ECCE	Trevor Hastie
7D8E5D6A	Gavin Holland
7968B7CB	Sudheendra Hangal
679384C1	Noah Snavely
84BEC094	Floyd E Ross
8111171B	Emma Berry
7D815271	Andrea Setzer
7EABC05A	Martin Andersson
85512695	Nikolaos Sidiropoulos
80AC2118	Hudson Turner
806E6EEA	John D Musa
7DEAF2A6	James Wu
80EE9E6C	Stephanie Lindsey
85E167D0	Damon Mccoy
851B413A	Yunfeng Shi
7D6F24CB	John Stutz
831927C9	Noam Nisan
00497E29	Hedvig Sidenbladh
85B8D4A6	Meral Ozsoyoglu
7D3DF053	Mario Cataldi
804BA692	Beechung Chen
856D9700	Martin Wolpers
78988375	Emily Blem
10AF61A7	Shai Avidan
7AFBF776	Kaigui Bian
05BA9FF1	Diane J Schiano
00377976	Vassil Chatalbashev
8065682C	Jiwoon Jeon
7DCF1603	Jose Duato
7F059B3B	Andrzej Duda
8168057A	Gregory L Frazier
805DE0FB	Steve Wilder
7E608964	Jesper Buus Nielsen
80BE6CC2	Birgit Pfitzmann
7DC9EF2C	Jens Kruger
7E14E102	John C Reynolds
7F67B5BA	Estevam R Hruschka
7D9A21FE	Vladimir Lifschitz
71DB2036	Christopher Scaffidi
77F18BE5	Gultekin Ozsoyoglu
7DDFFD9C	Van Beek
12AE3932	Andrei Sabelfeld
7DED13E3	Gautam Das
7D7384AB	Chiehyih Wan
823BE76E	Paul Francis
8161BC6D	Douglas Low
82253A1F	A Prieditis
5BA55476	James Philbin
7F511B77	Deepali Bhardwaj
7D22CBB4	Kenji Kira
770C4EE4	David R Chase
7C22154F	Gerard J Holzmann
2BB35BE2	Earl D Sacerdoti
84A06AB3	F J T Fabrega
75D2E4DE	Yue Zhuge
793D4610	Eric Sun
7A17D71D	Mariechristine Rousset
7E1FB9D3	Zhu Han
792C4AC5	David Steere
7D94C083	Todd Austin
7F6FCA0B	Miguel A Ferreira
76D5F88B	Orna Grumberg
84A6F404	J N Laneman
8149AFAE	Hongyan Jing
7C29D74F	J Ramanujam
78FC73B8	Ingemar Ingemarsson
7DFE8037	Michael Muller
8011B20D	Perake Larson
7F63CC79	C Franklin Boyle
8634DE30	Todd Mowry
8639D78C	Michael Collins
7C375240	Samuel Z Guyer
800448E4	Robert D Putnam
24A6BEC5	Stuart K Card
145BA312	Richard E Neapolitan
80D1746A	Ashvin Goel
5ADCD194	Edward Loper
787FD25B	Candace L Sidner
792C7B2B	Barney Pell
8124CA7E	D W Martin
7E98EC9F	Jon Howell
8112DAAC	Yanlin Li
765F03BA	Albert T Corbett
806547A4	Eduardo Pinheiro
7EA66F42	Jonathan M Mccune
234FCD09	Stephan Olariu
103022CC	Matthias Grossglauser
8193EE1E	Bratin Saha
80AFE91A	Yuanting Zhang
11045C77	Frank Kenneth Zadeck
7D28810D	Satoshi Hada
12595477	Terrence J Sejnowski
7DCC2157	Sridhar Ramaswamy
0395A653	Gert Lanckriet
7ED679D2	Taesang Yoo
7F2DCA44	Xiuzhen Cheng
7A88F17D	K Azarian
7C18346C	Shashi Guruprasad
7D10EEDE	Dilip D Kandlur
293C2E1E	Ulfar Erlingsson
809F6DBC	Huajun Zeng
76E30652	Tolga Eren
7CF26B06	Chao Liu
7EF77829	Carola Wenk
77EE67E7	T J Giuli
8087AFEE	Joseph S B Mitchell
7F17C7C5	Syed A Jafar
74157DF7	Michael L Littman
7973FED6	Don Coppersmith
7F50968C	Herbert K H Lee
2B57C37A	Girish P Chandranmenon
855E7A94	Wei Huang
5E2F4A23	A K Mackwoath
84F86715	M Ranganathan
79223873	Michael J Feeley
76563FF4	Shaz Qadeer
8077A929	Saisanthosh Balakrishnan
7E2918BE	Stefan A Brands
7E9BF32F	Kamal Jain
850847CB	Vikram Subramanya
8145A249	Jongman Kim
85D92213	Victor K Wei
748ADE90	David Stoutamire
7B4A3490	Yasutada Oohama
7EC8AF9D	Xiaofan Jiang
6E54275F	Michael Montemerlo
7C97714C	Trevor Jim
78EC2380	Susanne Englert
817A6ECC	T S Eugene Ng
82EF95F6	Brian Calder
851A211A	Albert Benveniste
75245BF1	Lev Ratinov
7E1D092A	Mark Harris
7D61629E	Anamaria Popescu
77F770E2	Vijay V Vazirani
7EC42720	Monica Croucher
81212FE4	Ben Y Zhao
0427CEA2	Steven J Bradtke
12555A6A	Xavier Giraud
806936B4	Ryan Mcdonald
7E27F460	Jason Small
8131243F	Joemon M Jose
7D51EFBF	Robert C Hansen
7EAD5B3C	Jihun Ham
27E44956	Ian M Leslie
7D82FAE8	Glenn Fung
79A74212	Christopher J Glass
45BBDCB1	Petros Faloutsos
4A215793	Brian Brewington
7DF0AB05	Yoav Shoham
77713473	Kilian Q Weinberger
8151BEA2	Won Suk Lee
7E2B2390	Haixun Wang
1538CBB6	Leonidas J Guibas
82D62F04	Suresh Anthony
7F4407D2	Michael M Swift
7E9FACC0	Ashlesha Joshi
80734D4A	K Kuespert
10C79F59	Anthony Ephremides
84A31799	Anne Marie Merritt
7EA5A40E	Ross Whitaker
7C29C44C	Carmen Egido
7E665F40	Chunghsing Hsu
2DA54B9C	Prahlad Fogla
760007A7	Neil D Lawrence
80721622	Gerard Cohen
097DB355	Menachem Magidor
77DFC504	Patrice Godefroid
78CEA6E5	Adam Sah
08D290F7	Andrew Thaeler
753E526A	Zhihong Lu
2A3FBAE4	Gene H Golub
85F6BBB3	John J Grefenstette
0C833833	Lena Mamykina
7D1AB532	Andrew W Moore
7D14E263	Kathleen M Carley
755F2B7D	Witold Litwin
8079FC67	John Potter
7D1F1DF7	Mark P Jones
099E99DB	Yves Bastide
0A4041C2	Charles Consel
7D4360C8	M Stadler
8510BA0F	Leo Harrington
7E6F10AF	Chen Tian
8473FE7B	Giuseppe F Italiano
14207605	Jordan Boydgraber
812A864B	K L Clark
7ECF4620	Bruno Diniz
7DEFAFC0	Christopher Boyle
804C77F9	Gerhard Schuster
8344E52A	Imad Aad
7B5DE652	Abha Ahuja
7F981E0D	Dave Reynolds
0DEB81F5	Richard A Kemmerer
80244241	Youngbae Ko
79E02688	Christoph Senft
802F59A0	Andrew Baumann
7EDC3DBE	Stuart Russell
053AF322	Holger H Hoos
7DEA9180	Carsten Willems
809310ED	Nitin H Vaidya
7D847ECD	Matthias Ruhl
801413DA	Karen Kuhn
0D1200EE	Ronald G Dreslinski
7C305869	Raymond Lorie
7B4AB5CB	Maria Carolina Monard
80EB362B	Keith I Farkas
81671E42	Phil Rogaway
0E49F136	Luca Compagna
8112C1CB	Kevin R Walker
76E2EC6E	Iulian Neamtiu
80849C5F	Sheng Zhong
7D946CEE	Amit Singhal
7FE4C660	Stephen T Kent
7ACEE285	Sam Roweis
76E27DBD	Christopher M Lott
10EECAAF	Athanasios Lykidis
7CD819C3	David M Pennock
7F2F556D	Murray Eden
038B140E	Russell Impagliazzo
0F6AD5C8	Dani Yogatama
832DFF27	Jacob Bergsma
7D4465C7	Daniel B Klein
863C60FE	Stefan Savage
7C688173	Drew Roselli
77FDE964	Mark Manasse
7F600BD5	Avrim Blum
43A2D3F8	I E Telatar
863B9E7A	Danny Dolev
29D21813	Udi Wieder
7FAE0A34	Sakti P Ghosh
7E52120D	Qiong Luo
7E8852B4	Fan Bai
7F37828F	Arnon S Rosenthal
146AA63C	Nicolas T Courtois
79601574	Matthew Moe
852BB50E	Paul Johnson
862B41F9	Elisa Bertino
78A245FC	Guilherme Ottoni
05424A5F	Josef Ruppenhofer
77AE0AE9	Pangning Tan
063B2ADC	Igor Mozetic
7D84C19A	Arjen P De Vries
7ED7AE0D	Yuanfang Wang
845E6F71	Murphy
0A54600F	Thomas Schiex
1582D277	M Tamer Ozsu
6A92337F	Ari Luotonen
68ACB17E	Stephen W Keckler
80D84146	Richard A Newcombe
7D3C64FB	Bryan C Russell
760298AC	David Jea
84F3CC35	Vikas Kawadia
7D1A4EC2	Philip K Chan
21F22FDF	David Alderson
76D36E2D	Luis A Lastras
7DDED435	B S Rajan
0E66FAC7	Geoffrey M Voelker
7E7AB8E4	Robert Ricci
790E800C	T V Lakshman
80839CD7	Marta Kwiatkowska
7AD118B4	Andy Seaborne
7CF9B3B9	Bmuch Awerbuch
7A222472	Anestis Karasaridis
132A3ABE	Lucia Specia
7F1F77B8	Philippe Charles
1252CECA	Karl Koscher
7E50F8D0	Jeffrey Dean
803F79DA	Randall Salas
02AD13E7	Nada Lavrac
74FFE20D	Dragos D Margineantu
7FCF079C	Harish Patil
81769D7C	Lishiuan Peh
810FAB95	Richard Jones
7E7A3A69	Jiawei Han
2B91DE16	Corina S Psreanu
824EDAA8	Charles E Rohrs
6EB54630	Mikkel Thorup
81A83443	Rodney W Johnson
7D040FBB	Yunyao Li
75606C37	Gurmeet Singh Manku
7F3383D7	Xuan Zhang
7CE7649F	Eddy Mayoraz
80B84D8A	Chris Wells
7A264808	Manfred K Warmuth
7E006BF2	Zonghua Liu
84FACDCC	Kazuo Ohta
0C85CF18	Benjamin Piwowarski
7E1D46B2	Kathryn S Mckinley
7C2D31B0	Amy R Reibman
7925379D	Bruce A Mah
82E8BDF8	Kr Muller
84D40146	Scott W Meeks
7EA54187	Jangping Sheu
84D8E4E3	Torralba
821B40EF	Thirumalesh Bhat
2C2C3974	Dmitrii Zagorodnov
847D7B2F	Kai Wang
7999812C	Ramin Zabih
84905289	Daivd D Clark
813031A4	Chris Dodd
830BA718	Ravi Kumar
1492680A	Michael Sipser
7E9E7340	Gary Marsden
7D2039EE	Abhinav Gupta
7E51DC8A	John Canny
777022ED	P Griffiths Selinger
848D72C6	Axel Rauschmayer
7C33BA1C	Sriram K Rajamani
7D1A3F69	Lei Shi
8291F999	J E Ryan
7B803028	Shiguang Shan
82731EC0	Serdar Boztas
7F8C7E64	Samuel Madden
3555A01D	Jason Michelizzi
810C99DD	Thang Nguyen Bui
812C4614	Zhong Su
7FFCEDF0	Lyle H Ungar
8176EF26	Ender Tekin
00A8C00A	Ugur Cetintemel
7E7E8333	Hai Tao
7BFFF060	John Apostolopoulos
8068BFF2	Kenji Hatano
825BA724	Robert L Dean
7F65708A	Dushyanth Narayanan
755B3C82	Nathan Ratliff
86255D1D	Peter Brusilovsky
1B3DAD56	Adnan Darwiche
863B0AFE	Jonathon Read
3BCBA649	Helene Hembrooke
768F1210	Ganesh Ramanarayanan
49CCFB12	Tomasz Ksiezyk
82A616E0	Jonathan Kelly
14B23BBD	Frederik Schaffalitzky
7E3A4EF7	Li Zhang
7D05FBB8	W Nick Street
80A07C72	Renee St Amant
0290FACD	Christian Cachin
80104DE2	Lei Zhang
7FBB2535	Timothy G Griffin
858DE277	Zheng Zhao
7F54F82E	Joseph Herring
76C7A74A	Tolga Bozkaya
7ED9FF05	Cong Yu
8093A5E5	Greg Sullivan
7DC92068	Lisong Xu
7C4EBE8E	Ning Cao
71F60790	Jon Herlocker
7769BFB6	Philip Bohannon
7DF19BA6	Andrew J Davison
7F28A8E8	Philip Wadler
5A6F1FB7	Brian D Carlstrom
7F07C9AE	Daniel D Lee
83507285	Frederic Jurie
7B3FE077	Jeffrey P Rupley
0F7751DD	Benny Pinkas
7BFC6355	W J C Alexander
0D3F439B	Paul Rodman
757632F7	Johan Pouwelse
80335E2F	Jens Nilsson
4A360846	Hector M Briceno
7EC00650	Anish Arora
7DA09E6D	Theodore Johnson
80E914C0	Soung Chang Liew
809768DF	Zhengli Huang
79F0A3FE	Michael Wolfe
7D7C9A8C	S Bing Yao
7E61CFE2	Shoukat Ali
80712663	David E Long
822A8EF0	Harry Leib
279A1DE7	J J Horning
7C579523	Karsten Borgwardt
7804C899	George Candea
79A9DEBE	Mary Ellen Okurowski
75A2A955	Martin Trautmann
7DE936D3	Bernard Wong
849DEA3A	Tim Paaske
7E7C561E	Sukru Cinar
837BBCE8	Kannan Ramchandran
81CE15B9	Seema Gupta
801FE869	Yun Fu
7DCB776D	Mirco Nanni
1017A863	Eli Shechtman
7DA46A24	Daniel Lehmann
7AAA2099	V Benjamin Livshits
85664494	Emmanuel Boutillon
4A66210C	B A Sethuraman
7E858B35	John Heinlein
7CEC2496	Craig Gentry
7DE6E3A3	Aviel D Rubin
1DAD17F8	Asis Nasipuri
7D5741D5	Manish Bhardwaj
84136BC2	Ernest F Brickell
7F90A006	Richard Fromm
7E7A2A0F	Lili Qiu
7F17A3A5	Leonard Pitt
2988714B	Mohamed F Mokbel
05E1193B	Frederick H Lochovsky
820C2EB8	Emanuele Viterbo
801260B6	Bryan Black
7D21C3E5	Gary Wassermann
1208DA09	William A Arbaugh
7565768F	Jon Oberheide
7FCDA17A	Chiahui Chang
7D2EDD6C	Suman Banerjee
7EE05B4A	Yossi Azar
7CFDCCF5	K Veropoulos
29D7D0F9	Ravi Janardan
80C9274E	P A Hart
08F3BF71	Henry Prakken
24F75CFD	Brian Rexroad
0D02BCA6	Nick Mckeown
0A37B5B0	Gurindar S Sohi
9DB6ADA8	Lin Xu
7E57C46B	Martin Scholz
77D6A034	Themis Palpanas
7E8F5239	Mike Woo
0F73D435	Nicolo Cesabianchi
7D01D9EE	Yair Weiss
7FE191F1	Ali Saidi
80D3911C	Glenn Shafer
86349C97	James E Baker
7E70967C	Olivier Leveque
7E4CCD73	Warren D Smith
8178B4B8	A H Chapman
7E63B97C	Richard S Sutton
825CDE0A	Philipp Keller
15B8A273	M Muralikrishna
45716884	Christian Plaunt
7BE65F20	Sandra Ramosthuel
7A8097B2	A El Abbadi
7A846B86	Michael P Georgeff
7DDF77F9	Ben Zhao
0EEDF6CB	Matan Mandelbrod
7C2A555D	Brian Fulkerson
7FD444CC	Ming Li
765BB63F	R Srikant
796A56BA	Foster Provost
847AB67B	James H Clark
7FB3DC71	Brendan Rousseau
81F044A9	Christoph Holscher
76072FBE	Charles X Ling
798817C1	Jeff Sidell
060261B7	Richard E Blahut
788B7D6D	Vladimir Vapnik
80E593A5	Lisa R Hsu
7FF3D224	Shaul Dar
7DA7A1A8	Svante Carlsson
807E32B9	Douglas S Reeves
7E808425	Thomas L Griffiths
85B0F863	Gary D Hachtel
85D3B654	Hyoungjoo Kim
8441CF00	Richard Steiger
862A5589	Jeffrey S Dean
7DAFD6B0	Satish Rao
4AC5AD8F	Kathi Fisler
7E132D4F	Jerry Zhao
162A29CC	J N Laneman
823EA768	Bjorn Jawerth
76EA92BA	Azza Abouzeid
800906E6	John P Frisby
805C5DE9	Zhichen Xu
7D426E1F	Peter M Chen
7EA9AEA1	Xiaoyang Tan
0B71616C	Kevin Leytonbrown
032D4125	Kostas Tsioutsiouliklis
81BEDF9E	Jenqneng Hwang
792485EF	Srikanth T Srinivasan
807ACFC8	Michael A Collins
8072C33E	Samuel T King
7D6BFBC6	David Larochelle
56BA193F	Jeffrey S Kuskin
7E508397	Gerhard Strube
10AF24EC	Davide Sangiorgi
80D81649	Alon Y Levy
8530975D	S Antony
12E6A5D5	Alina Beygelzimer
7D5E89FB	Brian C Williams
81E2E46E	A K Davis
7F361837	Bruce Croft
2C59B2D4	Tal Shaked
8211EB23	Viola
7550E74C	Jonathan Bachrach
7DBE69FC	David Y W Park
84BDE23F	Abraham Flaxman
78F0E64E	Ulrike Sattler
7E0B8362	Christopher K I Williams
288C704A	Noam Slonim
2C28FB10	Karl Crary
83036910	Yuan Wang
7F4389AC	Jiuxing Liu
6744666E	Thomas Bonald
7D9A9CE6	Milo M K Martin
7850EF7D	Shahid Mujtaba
095017BE	Jay Lepreau
7E07E073	David Demers
80B47319	Weili Wu
80347879	Damon Horowitz
7E7B8914	James R Curran
81D584A7	Fernando Pereira
8042F2D0	Takshing Peter Yum
7C57A3BA	Patrick J Rauss
80F40C1B	Ruihua Song
861F5932	Daniel Marcu
7EA8E565	Hiroyuki Kitagawa
0BB61838	Menachem Magidor
8588A636	Sunil Prabhakar
7CFAC364	Dinei Florencio
829CE596	Janmark Geusebroek
84CF5675	R Rezaiifar
5C473918	Spyros Blanas
05089CA6	Christophe Diot
7FE22CDE	Qiang Shen
80756489	Markus G Kuhn
7EA51AF4	C Lee Giles
72470B6A	Derek Hoiem
80A4D269	Vinay J Ribeiro
77BBE430	Pablo Castells
805225DF	Michael J Swain
7C74292B	Pierangela Samarati
7EFF7236	Lori Alperin Resnick
7EA595EC	Somesh Jha
7D079E85	Dongning Guo
83A7BCB3	Douglas C Engelbart
7D5A4A80	Ashish Gupta
7BB77CB9	Jeffrey F Naughton
7D0D488F	Andrew Chang
76412934	Stephane Mallat
7F9CDC8F	Burton S Kaliski
843E81A2	Werner Kiesling
7E9C6BA5	P P Pham
7F95FA94	Sunil P Khatri
7F5F7DD1	Joydeep Sen Sarma
81369063	Wenbo He
7789FB09	Milan Vojnovic
80DF3F8E	Gardner C Patton
7FB0905A	Tomi Yiu
80EF59A5	Clarence Ellis
7FF37E12	Zhe Guang Zhou
7F451AA0	Cordelia Schmid
7CB9C8C0	Paramvir Bahl
7E9466F2	Daxin Jiang
0CF15E1E	G Rekaya
7AE8FFFC	James M Rehg
802FA95B	Yong Liu
80335CAC	J Kim
788E90CE	Giovanni Manzini
7EA3FF3D	Kaushik Chakrabarti
80509AFE	Chengxiang Zhai
763DF209	Kevin Crowston
8455441B	Robert P Kurshan
712B3A84	Peter Mork
800B7160	Jack Edmonds
01363E91	Walfredo Cirne
84C01160	Chris Erway
805B73B3	John R Ellis
7D43B3B7	Clay Shields
7CACD91C	Ten H Lai
851641D2	Robert Michael Tanner
801FDDAB	Joshua B Tenenbaum
80761C90	Bjorn Or Jonsson
2A316CA1	Hemant S Kudrimoti
7F86E13F	Michael Chen
01102A4D	Ilenia Tinnirello
84E2C58E	Ashish Gujarathi
7D649820	Leonard E Trigg
80F07F66	Matthew V Mahoney
854E1E71	Mao Ye
842B4AA3	Andras Veres
140B8EB2	Randall
80328826	Te Han
77D1A021	Mark Wegman
804F29C8	Monique Becker
7FF6C277	Diego Zamboni
810143A6	Yasuhiro Endo
7E2A3F94	John C Platt
