75D11493	Gerard Verfaillie
85006383	Hal Wasserman
80C193BC	Mark Kantrowitz
85E91257	Edith Cohen
693C098C	Dinesh Subhraveti
788368E8	Salvatore J Stolfo
7D4820AC	Ellen C Henry
10E6632C	Ted Kaehler
7F07C9AE	Daniel D Lee
7D6E0219	Randeep Bhatia
8246F66B	Frank Smadja
7EE753E8	Carsten Lund
83504574	Anand Rangarajan
80E5C87A	Srinivasan Keshav
793DA93D	Reinhard Koch
7A94896D	Huii Hsiao
0A48B0C2	Thomas P Minka
7C18346C	Shashi Guruprasad
7B0E4262	Avishai Wool
7D69792A	Jianwen Su
7D105AE5	Doug Downey
81769D7C	Lishiuan Peh
7B04888F	Valery Guralnik
1BCA8A58	Madhu Sudan
81721527	Leysia Palen
7E890AA6	Scott Danforth
80A40BB5	Ayalvadi Ganesh
7DE05EC6	Gam D Nguyen
8012F8C6	Stephen Russell
7CF4D08F	Ran Raz
07E3215F	Thomas J Ostrand
7F735734	Haifeng Yu
7D882BFE	Andrew Fitzgibbon
7F16A43C	Jorge Cuellar
836E82E0	Stanley E Schuster
817263AB	Walter Steiner
7D128F55	Ramalingam Chellappa
799EFB29	George Varghese
762596DB	David Tarjan
7D0D488F	Andrew Chang
7744136F	Konstantinos Stathatos
80FEF50D	Chuangyin Dang
2F8AA3F0	Peter Scheuermann
0AEC6FE2	David Mcallester
7FF986D1	Song Chong
54A07336	Michael K Reiter
5EC34BBD	Brahim Medjahed
84F6F3F8	Wei Wang
805B8328	Janming Ho
804E647C	Richard E Weber
7EFCCB7F	Tom Goff
853CE69B	Ke Yang
8127D2A3	W Keith Edwards
19FF7289	Roman Smolensky
7FF47733	Sean Lie
7F335642	Steven C Glassman
7ED7B6CC	Sholom M Weiss
7F1A0C28	Paul H Siegel
69DF0491	Kamol Kaemarungsi
81627D23	Sencun Zhu
85950986	Anwar Elwalid
7D5089AF	Gene H Kim
7655DEBE	Ben Fei
8124FD5D	Marco F Duarte
8148D5A7	Mark A Musen
28A05731	Alberto Sangiovannivincentelli
7A804BF7	Adrian Schupbach
2A894186	S J Golestani
7888C805	Van Jacobson
7C21B8B8	Keith Cheverst
78782C86	David Mandelin
7CC6A712	Betty Salzberg
7CF822DE	Jae Hong Lee
7EBE34C1	Keisuke Usuda
7E5FE2EC	Yuping Yang
7F514991	Ian Heath
862BBB3D	Siddharth Suri
8129BD3D	Rajiv Ramanathan
80A98F87	Colin Campbell
85C47AEA	W A Arbaush
5A3F8FB9	Asaf Shabtai
816237CC	John L Hennessy
7680F9A5	Gediminas Adomavicius
836637C7	Freund
8106523F	Jongwoo Lim
848BA3FF	Sorin Lerner
009F9E5F	Ulrich Guntzer
80750B63	Subramanyam Mallela
14A17F87	Alexandru Niculescumizil
84B50C26	Paragios
7F5A6370	John L Ramsey
222D5922	David P Dobkin
71F5660B	Ben Kao
85B9D149	Maurice Nivat
22436DEC	Philip Resnik
13D8B6A7	Marwan Krunz
85719348	Naveen Garg
01377BFE	Giuseppe Psaila
80ACEA91	Jason Flannick
7D20CAAA	Joseph Weber
06FF2F22	Babak Falsafi
785306D8	Gurmeet Singh Manku
7FFB33C8	Kevin Walsh
771967DF	Paul Sweazey
46702F47	Timothy Dharma Heilman
7F7AB20E	Leonid A Levin
7D13507B	Chengtao Chu
753C461E	Zachary N J Peterson
7F9A78DE	Hongkai Zhao
02889EDA	Gjergji Kasneci
78725BCE	Mitsuru Matsui
7E02788F	S X Shen
77DBCC33	Chris F Kemerer
770093E0	Alexandru Iosup
7B159B08	Charles Rackoff
856276AE	Eric Brill
7C430214	Zhen Liu
440D73E0	Marc Alexa
7DD6F0B8	Dean Mcnamee
807E109A	Gordon Brebner
847D7B2F	Kai Wang
7DDFD98B	Henri E Bal
7ABD2CD1	Max Chickering
7EB24B66	Lawrence Tan
7F8C9847	Leonid Sigal
810D31C6	Maik Lindner
8060BA92	Patrick Pantel
812C1701	Seungyeop Han
0DB4D8DD	K K Mukkavilli
7FDF1771	Henri Casanova
803BE7E1	Wenking Su
05729C1A	Mark Crovella
7F8FE8D3	Hu Imm Lee
863CB0E2	Alberto Mendelzon
723EF9B7	Andrew Pavlo
83556C84	Paul E Mckenney
7F69C69C	Rodney M Goodman
7EF21F2E	Amit Sinha
7F8D47FD	Gerald Q Maguire
05BA9FF1	Diane J Schiano
862A8FA5	Kr Muller
08F42DBC	Odysseas G Tsatalos
809B71C1	Ross Messing
7E3714FC	Yun Cui
5D39416E	Ben Taskar
0C85928E	Ehab Alshaer
824B8639	Makoto Okazaki
76AF7B26	Craig A Knoblock
8281154F	Peter J Bickel
85A6D54B	Pierre Moulin
6563F436	Hao Chen
757DEE09	William Aiello
7A1DBC2D	Matthias Schunter
78B3AA2D	Uday Bondhugula
80851701	Sharmila Subramaniam
817A6ECC	T S Eugene Ng
8474E1F9	John Bainbridge
7F510FFE	Dawn Xiaodong Song
7DD73D70	Baile Shi
8151C72A	Stanley F Chen
7F15EAD1	David N Levin
79C20298	Yehezkel Lamdan
22424BB0	Irfan Essa
26164315	Xavier Leroy
716B6E0C	David A Kranz
7DDAE9F4	Amr Sabry
7E006BF2	Zonghua Liu
0CCBD254	Leo Breiman
7A3969AA	Stefano Chessa
798D6067	Christopher Pluntke
76242F3D	S R Chidamber
7D40CA6A	Aravind K Joshi
4A179DE5	James Hendler
807203B0	Iain Anderson
7A6E6E45	Shimon Peleg
7893B82F	Stephan Gschwind
7E9BCE26	Derrick Coetzee
8171DF4D	Timothy J Purcell
7D640282	Michael Norrish
218FC062	Geoffrey E Hinton
859E5551	Wei Ye
7F49730B	David A B Miller
11A48CD7	Mary Ellen Zurko
850D3D02	L S Homem De Mello
7F053948	Jong Soo Park
7E06C7A4	Bryce Larson
76851904	Evgeniy Gabrilovich
12375F79	Serge Belongie
7DCED0FB	Michael K Ng
849DEA3A	Tim Paaske
801AD19D	Guangcan Liu
0CB23132	Wolfgang Nejdl
7E696572	Sinno Jialin Pan
7B52EF58	Yatin Chawathe
0E156087	Thomas F Wenisch
101DD73E	Douglas M Blough
7E9187EB	Jon Feldman
7DD5DB89	Moe Z Win
80ACE1A7	Larry Stockmeyer
80302E6C	E Garcia
7F533709	Aaron Archer
7DD63BDD	Jiang Chen
7D8E7880	Rajeev Rao
7E371946	Xiaofei Liao
74A29FA2	Dejan Kostic
7E8E5117	Elliot S Schwartz
8166B806	Alain Deutsch
7CEC6DC7	Abhijit Bose
8113A169	D Evans
005D4952	Bernardo Magnini
76D934E8	Eugene C Freuder
6AECEEE2	Jacob Ziv
2B59DBE9	Eytan Modiano
84EBF3D6	Herb Stiel
76981D46	Andreas Damm
12324C5F	Rudi Cilibrasi
80C0A712	Jim Chow
7EBAEFE7	James Ivers
7DDFFD9C	Van Beek
7F4A0D1F	Sunil Arya
7D241981	Ronald Cramer
7E7B3F3F	Chris Watkins
758EEC7A	Edgar Frank Codd
7F4361EC	J Fowler
7BDD1A88	Grzegorz Malewicz
7DEEBED3	Jon Louis Bentley
8158A726	Eamonn Keogh
7FA4F14F	Christos D Papadopoulos
773861DC	Cristian Estan
162D6E85	Mikko Siponen
7B0F71D5	Ken Yocum
80953E81	Duminda Wijesekera
0ADC8677	Bartosz Mielczarek
81A4A7FB	James E Rumbaugh
780AD398	Navin Kabra
85FDD55E	Jonathan Robie
7FDB1093	Ian Smith
80FB201E	Raimund Seidel
7CE25E01	Charles Gruenwald
7DABD554	Danlu Zhang
7C86A6B8	Arthur Appel
79A76B63	Hermann Ney
7578AF67	Suleyman Sair
80C0034C	Kang G Shin
0C929784	Greg J Regnier
7ECA58D7	Tiejun Zhao
14B2596C	Charuta Nakhe
754AAE4B	Lorenzo Cavallaro
83265E9A	Srinivasan Murali
8477E1C7	Raghotham Murthy
7EBFE88D	Juan Liu
8560C23D	Shimon Even
863CF39C	Ryan R Mcdonald
7D5B4BB8	Alex Pang
779A496C	Robert M Haralick
810FB58B	Sugih Jamin
85EEE961	Bin Zhou
7E5FBCB7	Jamie S Evans
7FB6FE9D	Dirk Grunwald
77F18BE5	Gultekin Ozsoyoglu
588365C8	Ignacio Thayer
76E69D74	Yair Bartal
7E65174D	Michael J Neely
7EA45CCD	J P Ryan
09CD80BE	Ken W Shirriff
83D00934	Ming Li
7DEF545C	Xinyuan Wang
1A093C83	Kenneth Baclawski
77899314	Jayaram Bobba
7E5A90CF	S Ten Brink
125C3606	Krisztian Flautner
18EF1D8A	Fabian Reichlin
7CF9B3B9	Bmuch Awerbuch
7C51693E	Kyriakos Mouratidis
7F1261DC	Michael D Kupfer
7FA58748	Martin Raab
81D427EB	K P Ramachandran
7FC0C39B	Keith Mitchell
7E375354	R A Okeefe
86227F01	Alexander Vasilevskiy
78A9D3AB	Ning Qu
7BED2BF1	Maithili Narasimha
79726A81	William J Dally
27E44956	Ian M Leslie
7EA267F6	Jennifer Neville
79392635	G Regnie
7F294BD3	Jennifer L Welch
77E882F7	Ian A Buck
764A3254	Antonio Caruso
7FC49C92	W Xiong
862B41F9	Elisa Bertino
856D9700	Martin Wolpers
80AC2AE7	Matthew Parkinson
595F6480	Thomas S Messerges
7652CFDC	Shangtse Chuang
6D271A91	Jeremy Sugerman
80BF08C9	Chunghung Tsai
7660653E	Khalil Amiri
7F7EE74E	Polly Huang
7D0347C5	Ronald W Moore
79CEA596	Robert Osada
862276BD	D A Forsyth
7CA00300	G Rudisin
80045A2F	Fei Wang
7FA8867F	Jeffrey Flanigan
7E2E3123	Steve Branson
7D5B00C1	Joel Emer
7640AC10	Ari Hottinen
85629348	Eleazar Eskin
18C700BD	F W Mcfarlan
79C6B7DE	Kenneth E Iverson
84334EA5	Qi Li
0F3FF4C1	Jonathan Graehl
85C1B56C	Philip E Agre
8127CA33	Ton Weijters
7E7869FE	Ashwin Srinivasan
7BB9E6F6	Maxwell Krohn
7BA50045	Rob Kooper
81661A94	Mema Roussopoulos
769CDF59	Thomas M Conte
84CE0691	Johnson Kin
7ED1EB01	Xu Ling
7F1860C7	Hans H K Andersen
78088845	Sanda Harabagiu
7DE416D8	S Y R Li
8326FE00	Shin Nakajima
0F6BD28B	Basem A Nayfeh
7EA9B3E8	Xuemin Shen
80A2C3B1	Michael Wimmer
7622116B	Nicholas F Maxemchuk
7D170842	Lee Breslau
2880F2BF	Nesime Tatbul
834433DC	Werner Vogels
7F4A631A	Michael G Burke
83BEA3E1	Francois Felix Ingrand
7F7AD231	David M Wagner
7F2B8324	Lantao Qi
7D2A613C	David M Cohen
7AABB420	Bixio Rimoldi
7D0AF83E	S J Kim
7B803028	Shiguang Shan
843ECAEF	Peter Vosshall
067DC9AF	Bruno Dutertre
80CCE0D8	Dennis R Mccarthy
09C77F3C	Dirk Muthig
E41BAED2	Yao Zhang
80A15FD6	Peter W Cook
7ECBCF70	Shwetak N Patel
271AC68F	Robert M Fano
03318F86	Zachary G Ives
802F32AA	Claudio T Silva
12F8A72D	Schmid
7DEDFE29	Aurobindo M Sundaram
7F392CB1	Adam Barth
7F765C7B	Edward S Davidson
7CE7649F	Eddy Mayoraz
6E612651	Giuseppe Persiano
84C2C945	Fatima Algarawi
099CC839	Yoshua Bengio
0A6DB6E0	Paolo Tonella
13D4EB4E	Jeffrey E Wieselthier
81B7CB8A	Greg Schohn
863D442B	Matt Welsh
7D040FBB	Yunyao Li
82FF8CC8	Kjeld Schmidt
7CF2D7FE	Alexander Yip
7F9BE637	Qun Ren
7EB0AFC1	David Crandall
7E7CE320	Larry Rudolph
84CB3534	York Liu
7D6EA0D3	R H Patterson
79A9DEBE	Mary Ellen Okurowski
71273188	Sandeep K Singhal
805225DF	Michael J Swain
76EF50FD	Rabin Patra
808EEF23	Mazin Yousif
74929FFE	Nagendra Modadugu
7B083A67	Harold Thimbleby
7FAE93CC	Szeyao Ni
7E4CC8D2	Vikram Kanodia
7F8D4B7E	Yuli Zhou
80C157C3	Charles Connell
814760E2	M Castro
7E9130C1	Mitsunori Ogihara
7E679CA9	Brian Babcock
7D847ECD	Matthias Ruhl
308ADF58	Bradley J Lucier
7EF19173	Yuanyuan Tian
7F191824	Sergio Angel Marti
7A2ED786	Venkatesh Ganti
7F16FF6E	Xiaojin Zhu
804DA386	Chiyin Chow
00A8C00A	Ugur Cetintemel
85B0F863	Gary D Hachtel
7EB6F1B1	Li Shang
7831077B	J W Klop
812B91C6	Francois Berard
09A9F524	Rudolf H Riedi
7BF9F2C6	Nir Friedman
7BF9367C	Gerd Stumme
7E8F694E	Renee J Miller
7DE6E3A3	Aviel D Rubin
7FA4F9A6	Jon C R Bennett
7EC8FDFF	Jason Weston
76564AB2	Leif Kobbelt
22B5379A	Christian Lebiere
166089D1	Steven M Beitzel
099AE06D	Serge Abiteboul
86233096	Paolino Di Felice
76412934	Stephane Mallat
7F37BEEC	Roman Slowinski
849337B5	S Pilosof
7BFF06F9	Ravi Palanki
8100631F	Patrick Lam
0515BE00	Richard A Demillo
809D24EE	Stephen Brewster
75383ECB	Herbert Rubens
0D710D3E	James P Laudon
7F77DB2C	Brian D Johnson
8022F1A1	H Itani
7EB0665C	Jun Xu
7E55298F	V Alan Norton
5581AC1A	Laura Maruster
7BB721EC	Barton Sano
81675F61	William S Beebee
850C4CA6	Hector Gonzalez
8093A5E5	Greg Sullivan
805AD800	A M Sharaf
78876AE5	Alberto Mendelzon
7C9A3FE1	Geoffrey Zweig
19C2E09C	B R Badrinath
27D40735	Julie Weeds
813D027D	Siddhesh Bhobe
10C4C41E	George C Necula
10D01A01	John P Lehoczky
77F50169	Cliff Lampe
14E3040F	Yossi Rubner
7AAFB65D	Bryan Catanzaro
8090C6DB	Nikita Borisov
76F6ED7D	Banu Ozden
7FCE68ED	Perry Cheng
7EA71F2D	Fangzhen Lin
1EAFC7AC	Gerhard Weikum
7A6CCE8A	Martin Lades
7EF2C8F7	Xiaohai Yang
7E2DF202	James Joshi
83584D71	Hadi Esmaeilzadeh
7ED96DEB	W E Morgan
7FB8F090	Tracy Holloway King
85AE8281	Lars Pareto
7410C5DC	Shaz Qadeer
59B4CED3	Richard E Ladner
8307B9EE	Toshihide Ibaraki
7F914E4A	A El Gamal
8095129C	John B Carter
7EF92D9D	Yancheng Chang
805B9CD1	Jeremy Manson
7F7B33F1	Yuzhong Lai
3FCDE9B1	Jianjun Chen
7DC92068	Lisong Xu
7D4F1940	Chi Wang
7DD541D3	Yeehwei Teh
807A56F1	Shuntak Leung
76C3A28B	Ludmila Cherkasova
84ECE75F	Y S P Yum
8091B19C	Nicholas Weaver
753C39F3	Pascal Felber
7FFA0EF1	Anupam Datta
761AD8C3	M Gonzalez Harbour
7D154099	Shianhua Lin
8168057A	Gregory L Frazier
0DB5DC57	Christian Tschudin
811190E3	Ninghui Li
8431B2B1	Li Cong
7F24597C	Jeff Donahue
794FD10D	Schahram Dustdar
7FCB5BB6	Michael J Freedman
80D8ECFB	Xiaobo Fan
84F13434	Fergus
785A246B	Natalia Stash
80DAE23A	Brian Mueller
8039481B	Michael Kaminsky
7EB8FBD0	Raman K Sarin
78CB482A	Victoria Bellotti
80687591	Vijay V Raghavan
7F237DD1	Yisong Yue
046347F4	Ron Kohavi
80067517	D J Moore
7ECD6B13	Ivan Titov
54515049	I S Reed
8106436F	Meichun Hsu
7EEC6876	Reinhard Rapp
7E33403F	Xinping Zhu
6ECD6A36	Koji Tsuda
847D1CCB	Jedidiah R Crandall
82EB88FD	Taeeun Kim
80D7A9A0	Christof Koch
84C1560F	Romaric Guillier
7F4DD54F	Seyong Lee
7C5D4E7E	Michael Piatek
4951E4E4	Samir Koussih
7DF112F2	Yonggang Qiu
132A9E2F	David M Blei
7F265FD4	Subhash Suri
8634B94B	V T Rajan
85579A80	Trevor Darrell
7B6B822C	George Samaras
83B93B42	Matthias S Muller
7DF1CAC1	John D Day
7E608964	Jesper Buus Nielsen
7F3141F8	Fan Ye
7FE5FF3F	Nikhil Bansal
7E30A5FB	Yosi Mass
7A8B1944	Krystian Mikolajczyk
80488027	Gitae Kim
80DA3D8E	R W Johnson
7A838B21	Teemu Koponen
817E92BC	Louis L Scharf
7D555F18	Prashant Krishnamurthy
7E9B7AFC	Thomas Eriksson
793D4610	Eric Sun
7D0FF7DD	Roy H Campbell
7B1021DC	Sivakumar Velusamy
805F9839	Won Kim
7E2077AC	Murat Demirbas
830A7F20	G E Suh
8077930D	Jacob Richman
80702078	Anita W Huang
829AA781	Francois Noel
7CFCBF30	Nathan Farrington
132F26F4	Eugene J Shekita
154172D7	Ido Dagan
03ECC298	Istvan Cseri
25D9B155	James R Larus
5A67C85F	Peter Welinder
01598F26	Jonathan Stavi
82691D27	Veda C Storey
7EFEEACE	Catalina Fan
010EE82C	Gabriel Taubin
7DF5246D	John R Josephson
1377614C	Christian Scheideler
7DD0D8C0	Jeremy Sussman
806F384E	J W Lee
813A5F02	Deborah A Wallach
82AD3B49	Giovanni Vigna
7F88CDEF	Yuanyuan Yu
810F2B1A	Vincent Ng
80C66C7A	Christine M Neuwirth
7B80AB3B	Alan Eustace
85449F95	Fredy D Neeser
06189845	Antonio Criminisi
7EABC05A	Martin Andersson
7E81208F	Gang Wu
0F2E0F58	Stefano Spaccapietra
79DA05FC	Robert C Bolles
7F5A2E01	Dongyu Qiu
5B83C748	Orna Lichtenstein
079D0CDB	Georges R Harik
7E47BC89	Robert Harper
7F5735AA	Sheng Yang
7CCC9E85	John Capetanakis
7AA198B6	Bill Triggs
7C322279	Paul W K Rothemund
857F168A	Vikas Agarwal
84C1B3A5	Sarit Kraus
7F4E56B3	Richard L Hudson
7FF7D2B9	Yuri Rabinovich
79BB05DA	Chris Schmandt
77F3FA64	Siegfried Handschuh
7E1D399A	Lijia Li
7D13659E	Usama Fayyad
821C32FA	Per Persson
7F6A17C8	Garth A Gibson
86251A13	Sanmay Das
012AFA70	David B Golub
81F80A7E	Alfred O Hero
7D4D5FD2	Michael P Wellman
77876735	Feifei Li
7E452E0D	Stanley Kok
01383D7E	Natasha Devroye
8405E1CD	Salil Prabhakar
19B310D1	Stanley B Zdonik
79A116FC	Srihari Cadambi
812304AC	Stephen Williams
7E1E18B0	Victor K Wei
7D80A7FA	Juan A Garay
7A284EA3	Noam Chomsky
792BFC92	Peter N Yianilos
85A0A2FC	David Kempe
7FC09C16	Margo Seltzer
795661AB	Edward L Wimmers
8638063A	Chris Peikert
8044846B	Shahram Latifi
81AD8B92	X Y Li
8042EEB2	Herbert Jaeger
816F0B51	Peter F Sweeney
752D9953	Cecilia Magdalena Procopiuc
802B6126	Stuart Golden
8495D5CB	Ramesh Govindan
760725EA	Frank R Kschischang
839073BB	Manuel Costa
10AB3171	Raoul A F Bhoedjang
250F4D33	Karlis Cerans
7D93D96D	Richard Keiser
7D4A5337	Wonyoung Kim
286AB102	Scott Shenker
7AF06119	Rajive Bagrodia
7B5B698F	John M Lucassen
84AD9E16	Narendra K Karmarkar
7E50F8D0	Jeffrey Dean
7EE6F96F	Rajat Raina
84B7FC79	Robert Mcnamara
7EBE9361	Neal Cardwell
77DFC504	Patrice Godefroid
7E964845	Wynne Hsu
847AE4CC	Timothy Mann
7DC45734	Colin Evans
7F1B9713	Ankur Gupta
835775BF	David Basin
7B0E6ACA	Bill Flinn
85F65248	Ben Liang
7E593610	Parantap Lahiri
0327C81D	Bernhard Schokopf
417D39CF	Mihael Ankerst
82BAA193	Somesh Jha
7F03EBC7	Bharat Prabhakar
81E62897	Venkatachary Srinivasan
744AA2CA	Nathaniel Good
83614F79	Raymond Reiter
7F04775A	S Brennan
76D5E468	Andreas Savvides
09227179	Kathirgamar Aingaran
7F650246	Gregory F Cooper
7934CB44	Cecilia M Procopiuc
03B6B63D	Robert M Akscyn
833ACD24	Matt Welsh
7651D7D1	Monika Henzinger
7294DCEC	Michael B Greenwald
7E92082D	Prakash Sundaresan
7F4E5C0E	Sungju Lee
243EF9DD	David K Gifford
7EEA7C4B	David I Mclean
80FAA2A4	Surajit Chaudhuri
29AB15D5	Richard T Snodgrass
5EEB3D1D	Shaker Sarwary
7E0378EF	Sung H Chung
7EFF2E87	Raymond Knopp
839060A2	S K Leungyancheong
84BAA7F9	Sivic
7E7717D9	Zhuoqing Morley Mao
7DCE3A2E	Dean Allemang
7C4F45A7	John W Tukey
84DC6126	Shiduan Cheng
7DEFD965	John H Holland
80240ADD	Qian Zhang
08CF7284	Peter Pesti
6A92337F	Ari Luotonen
7D6A2ECB	Mike Webb
80EABAAE	George Wilson
7F2DC73B	Jaewoong Chung
7A369CF0	Alexandrin Popescul
8292FC3F	Vaduvur Bharghavan
7FFF0D69	S Gupta
7E745D68	Liane Acker
7EA54187	Jangping Sheu
85DB648F	Dennis Fetterly
0B25E104	Tomas Lozanoperez
7D727459	Mark Carlson
75C5DD6C	Joshua W Haines
81B545F6	John Dunagan
7D652D20	David Schach
7D84ABF2	Minghua He
7B71423A	Michael L Kazar
28561CC1	Erik Agrell
82A09C01	Steve Hanna
088E123C	Ambjorn Naeve
839CB954	Jorge Stolfi
09DB7BF4	Jean Christophe Madre
7F5404A0	Jorg Schad
7FD025B5	Albert Ma
809AB65C	Martin Farach
80AA8C67	Adnan Aziz
84B89905	Eugene Agichtein
80D56049	Jack A Orenstein
84182465	Luc De Raedt
80A47A25	Scott R White
804E2931	Barry K Rosen
777C0EF2	Todd Sproull
07C6C8C9	Amnon Shashua
03735B91	Satyanad Kichenassamy
0E6BC487	Mani B Strivastava
7682DEE4	Neal Lesh
7D4B74B6	Steven Cameron Woo
84B96233	Lyndon Hiew
7D3B654A	Changhoon Kim
78B50443	John Krumm
2A3FBAE4	Gene H Golub
7F9CA895	Daniel Jackson
7DEF0D43	David Chaiken
71D736C1	Mitsumasa Koyanagi
80C71030	Wenhua Ju
7DACE4F2	Siddhartha R Dalal
82683FB2	Matthew Brand
81712583	Joachim Hammer
7F6081F0	Brad Karp
7D81EAED	Monica D Lam
7D1F1DF7	Mark P Jones
43554DF6	Jayant R Kalagnanam
75D5F05F	Vincent Toyee Ng
769E87A5	Brian Towles
7D42BF65	Nicklas Hedman
7E0EE3A4	Makesh Pravin Wilson
08B6207D	Bhuvan Urgaonkar
7D4DD9D8	Rajeev Gopal
753F3EB0	Pierre Baldi
423946E8	Koray Kavukcuoglu
7ED93A59	Paul M Aoki
7D1EC11C	Berthold K P Horn
7D323C65	Jaime G Carbonell
13FD3360	Stratis D Viglas
7765E2CF	Moses Charikar
7E42B492	Lun Li
4B717BAD	Jorgearnulfo Quianeruiz
762E4468	Craig Boutilier
80735B1D	Bruce R Childers
7E9C6BA5	P P Pham
7557C5F5	Risto Miikkulainen
5F752770	Marvin M Theimer
7D0D0BA3	William Pugh
81256C2A	Keith W Ross
84FD1A48	Martin Vetterli
82523B9E	Hideki Atsumi
7E5023B2	K Woods
800ED556	Roland T Chin
133FFEF0	Eddy Boxerman
A9163A64	C H Chang
BC971E5F	Jian Liang
29C2DE9B	Yuval Shahar
756A6E4D	Douglas H Wiedemann
82F66EE8	Kevin Lang
7FDBA2F4	Paul W Goldberg
7B39ADB8	R Jauhari
7525F636	Daniel Dominic Sleator
853BD50F	Kimberly Keeton
81268D1A	Chunho Lee
78666A92	Giovanni Di Crescenzo
5D1A84C1	Christoph Von Praun
008C3772	Lubor Ladicky
81187704	Brian Roark
80C8A062	C R Whitley
7DC1C751	Peri L Tarr
794A4CBC	Rajeev Motwani
817F5C0E	C J Johnson
840356CD	Mukesh Agrawal
75C27666	Nathan Shnidman
84BDA9D8	Hu Yihchun
818901BC	P Bollineni
8639CB8C	Charles Consel
79BFAADB	Tim Leek
03EFEAEB	Tobias J Oechtering
154F59A6	Michael J Zyda
8513A2D8	Walter Van De Velde
7E07E073	David Demers
80B06F45	Edward A Fox
80F3DA0E	Yongfong Lee
8090C3DB	Sharad Malik
7DE99E22	Minghsuan Yang
7D5C06CF	Jon Turner
7B2303C9	Carlos Maltzahn
85BB140E	Weibo Gong
7A07576B	Jeremy M Bowskill
7FDD8FCD	Xiaoli Li
862FD25D	Nathan Schneider
7E8EC599	Atsushi Sato
7E56685B	Ting Yu
7EF2A840	Mohamed Oussama Damen
8625EED2	Canturk Isci
0BF28CBE	Tomislav Grcanac
84786B03	A F Laender
7F7B94C4	Duncan J Watts
863D65CF	Rahul Razdan
7F2066DD	John M Light
80A07C72	Renee St Amant
7F78C095	Hong Xu
2DD58249	David K Gifiord
4E86463E	Goetz Graefe
83D52AA1	David Grove
81105837	Emanuele Santos
0F412AC1	Michelle Gumbrecht
7AF1DBE2	Sophie Cluet
7DA5EAC4	Pietro Perona
7B4DA5C9	Barry Boehm
7D90BAC0	Fred B Schneider
1409A703	Neri Merhav
7D0941ED	Val King
04987DD1	Nariman Farvardin
7D17A18C	E F M Steffens
7E118173	Francoise Berthier
0A3D36A2	Eugene H Spafford
8008A971	Christine Parent
8099E893	Adam Marcus
7917C6EE	Karthik Sankaranarayanan
6B8A3D94	Katsushi Ikeuchi
0D7777C7	Volker Stemann
82E6C3B9	James Allan
10EECAAF	Athanasios Lykidis
7DA082FF	Mark Palmer
777EB519	Michael Isard
0267584D	Daniel E Lenoski
29E50F1F	Mike Spreitzer
7CF5180E	Donna Harman
7BC5A0FF	Gordon Plotkin
84848E87	Richard Durand
1480D194	Wanda J Orlikowski
775E2C5D	S Ramamurthy
776CC29D	Pradeep Kumar Gunda
80335CAC	J Kim
77FCCFC7	Byron Dom
1031020D	Karim Keddara
7EF8ADC5	Fredo Durand
0FBA78C5	Josef Bigun
6C7E4FF0	Ronald Ritchey
7DA77EED	Joohyun Lee
7F34F307	Laszlo Lovasz
84D31694	Stephanie Coleman
7CE51CFD	Jack Muramatsu
7F0A1D38	Hungching Chang
7CF9D5BE	Renata Teixeira
7EF3D548	B Davidson
05827E54	Shai Shalevshwartz
813FB56B	Daphne Roller
7A85B6F1	Jurgen Doser
83E2390A	Tim Oates
0350D2E3	Lara D Catledge
80049030	Byron Cook
07A2B8AE	Avadis Tevanian
7EF5170D	David Martin
5F653421	Jim Kurose
75F0321B	J M Tenenbaum
806AB824	William H Harrison
7DEB55E8	Noga Alon
7D37CBD8	J F Dean
80A92B2C	John J Odonnell
7DDED2F4	Mo Li
8050CB9F	Xuerui Wang
7EBD27F7	Songwu Lu
81027D47	Qing Zhang
16103EFA	Minas Gjoka
7E5AC227	Ian Dickinson
7E9427AB	Yasutaka Furukawa
324FCAC9	Gary A Kildall
852D6562	Steven S Pietrobon
72E74451	Richard O Duda
817A8C7D	Michelle Butler
86375F42	Noam Slonim Naftali
7BDD31AF	J J Garcialunaaceves
7E5AF903	Turgay Korkmaz
036DE472	Jittat Fakcharoenphol
8294DB14	Chen Li
80F73AC2	Jennifer Healey
2A316CA1	Hemant S Kudrimoti
8099D4DA	Boris Dragovic
86297171	Shlomo Moran
7DCF5289	Alec Wolman
8540CBB6	Charles Aldrich
770B19DA	Andrew G Barto
7D9E909A	Changkyu Kim
829367FF	David Molnar
812A7A70	Sarah E Petersen A
09E34256	Peter Norvig
824FAFD0	Christophe Diot
7B4CB9F1	Anne H Ngu
85C12E4F	Marc Unangst
5C473918	Spyros Blanas
85BA9C4B	Barry K Rosen
7D61629E	Anamaria Popescu
804F29C8	Monique Becker
7B4A3490	Yasutada Oohama
7F297646	Zesheng Chen
838839FA	John E Hughes
77575A32	Jianbo Shi
6E087D31	Stephen M Blott
84FD581A	Zhenjie Zhang
7ED16E4C	Michael W Collins
81891971	Jan Camenisch
0E75F34B	Hovav Shacham
7EBB877B	Mingkuei Hu
7A50BC23	Roger Cavallo
7FA22D7B	Mary Shaw
0579B547	Georg Lausen
85141EAA	Jeffrey Goh
7E69BD46	Daniel Jackson
718E3D2F	John S Wilkes
781546F6	Glen Jeh
7E88C142	Qing Li
7B3CFE42	Susan Hohenberger
79F4E5AF	D R Stinson
7FD13C6F	Daniel Barbara
